Zipcode,Housing,Transportation,Food,Healthcare,Personal Insurance,Apparel,Services,Entertainment,Other,Monthly Expense,Income Adjustment Factor,City,State
17735,1600,600,500,340,1000,250,300,350,200,5140,0.8,GROVER,PA
17737,2000,600,500,340,1000,250,300,350,200,5540,1,HUGHESVILLE,PA
17739,2200,600,500,340,1000,250,300,350,200,5740,1.1,JERSEY SHORE,PA
17740,2400,600,500,340,1000,250,300,350,200,5940,1.2,JERSEY SHORE,PA
17742,1800,600,500,340,1000,250,300,350,200,5340,0.9,HUGHESVILLE,PA
17742,1600,600,500,340,1000,250,300,350,200,5140,0.8,LAIRDSVILLE,PA
17744,2000,600,500,340,1000,250,300,350,200,5540,1,LINDEN,PA
17744,2200,600,500,340,1000,250,300,350,200,5740,1.1,WILLIAMSPORT,PA
17745,2400,600,500,340,1000,250,300,350,200,5940,1.2,LOCK HAVEN,PA
17747,1800,600,500,340,1000,250,300,350,200,5340,0.9,LOGANTON,PA
17748,1600,600,500,340,1000,250,300,350,200,5140,0.8,MC ELHATTAN,PA
17749,2000,600,500,340,1000,250,300,350,200,5540,1,MC EWENSVILLE,PA
17750,2200,600,500,340,1000,250,300,350,200,5740,1.1,MACKEYVILLE,PA
17751,2400,600,500,340,1000,250,300,350,200,5940,1.2,LOCK HAVEN,PA
17751,1800,600,500,340,1000,250,300,350,200,5340,0.9,MILL HALL,PA
17752,1600,600,500,340,1000,250,300,350,200,5140,0.8,MONTGOMERY,PA
17754,2000,600,500,340,1000,250,300,350,200,5540,1,MONTOURSVILLE,PA
17756,2200,600,500,340,1000,250,300,350,200,5740,1.1,MUNCY,PA
17758,2400,600,500,340,1000,250,300,350,200,5940,1.2,MUNCY VALLEY,PA
17760,1800,600,500,340,1000,250,300,350,200,5340,0.9,NORTH BEND,PA
17760,1600,600,500,340,1000,250,300,350,200,5140,0.8,RENOVO,PA
17762,2000,600,500,340,1000,250,300,350,200,5540,1,PICTURE ROCKS,PA
17763,2200,600,500,340,1000,250,300,350,200,5740,1.1,RALSTON,PA
17764,2400,600,500,340,1000,250,300,350,200,5940,1.2,RENOVO,PA
17765,1800,600,500,340,1000,250,300,350,200,5340,0.9,CANTON,PA
17765,1600,600,500,340,1000,250,300,350,200,5140,0.8,ROARING BRANCH,PA
17768,2000,600,500,340,1000,250,300,350,200,5540,1,CANTON,PA
17768,2200,600,500,340,1000,250,300,350,200,5740,1.1,SHUNK,PA
17769,2400,600,500,340,1000,250,300,350,200,5940,1.2,JERSEY SHORE,PA
17771,1800,600,500,340,1000,250,300,350,200,5340,0.9,TROUT RUN,PA
17771,1600,600,500,340,1000,250,300,350,200,5140,0.8,WILLIAMSPORT,PA
17772,2000,600,500,340,1000,250,300,350,200,5540,1,TURBOTVILLE,PA
17774,2200,600,500,340,1000,250,300,350,200,5740,1.1,UNITYVILLE,PA
17776,2400,600,500,340,1000,250,300,350,200,5940,1.2,JERSEY SHORE,PA
17776,1800,600,500,340,1000,250,300,350,200,5340,0.9,WATERVILLE,PA
17777,1600,600,500,340,1000,250,300,350,200,5140,0.8,WATSONTOWN,PA
17778,2000,600,500,340,1000,250,300,350,200,5540,1,RENOVO,PA
17779,2200,600,500,340,1000,250,300,350,200,5740,1.1,WOOLRICH,PA
17801,2400,600,500,340,1000,250,300,350,200,5940,1.2,SUNBURY,PA
17810,1800,600,500,340,1000,250,300,350,200,5340,0.9,ALLENWOOD,PA
17810,1600,600,500,340,1000,250,300,350,200,5140,0.8,WEST MILTON,PA
17812,2000,600,500,340,1000,250,300,350,200,5540,1,BEAVER SPRINGS,PA
17812,2200,600,500,340,1000,250,300,350,200,5740,1.1,MC CLURE,PA
17813,2400,600,500,340,1000,250,300,350,200,5940,1.2,BEAVERTOWN,PA
17813,1800,600,500,340,1000,250,300,350,200,5340,0.9,MIDDLEBURG,PA
17814,1600,600,500,340,1000,250,300,350,200,5140,0.8,BENTON,PA
17815,2000,600,500,340,1000,250,300,350,200,5540,1,BLOOMSBURG,PA
17820,2200,600,500,340,1000,250,300,350,200,5740,1.1,CATAWISSA,PA
17821,2400,600,500,340,1000,250,300,350,200,5940,1.2,DANVILLE,PA
17823,1800,600,500,340,1000,250,300,350,200,5340,0.9,DORNSIFE,PA
17823,1600,600,500,340,1000,250,300,350,200,5140,0.8,SHAMOKIN,PA
17824,2000,600,500,340,1000,250,300,350,200,5540,1,ELYSBURG,PA
17827,2200,600,500,340,1000,250,300,350,200,5740,1.1,FREEBURG,PA
17827,2400,600,500,340,1000,250,300,350,200,5940,1.2,SELINSGROVE,PA
17829,1800,600,500,340,1000,250,300,350,200,5340,0.9,HARTLETON,PA
17830,1600,600,500,340,1000,250,300,350,200,5140,0.8,HERNDON,PA
17830,2000,600,500,340,1000,250,300,350,200,5540,1,SUNBURY,PA
17831,2200,600,500,340,1000,250,300,350,200,5740,1.1,HUMMELS WHARF,PA
17832,2400,600,500,340,1000,250,300,350,200,5940,1.2,MARION HEIGHTS,PA
17833,1800,600,500,340,1000,250,300,350,200,5340,0.9,KREAMER,PA
17834,1600,600,500,340,1000,250,300,350,200,5140,0.8,KULPMONT,PA
17834,2000,600,500,340,1000,250,300,350,200,5540,1,SHAMOKIN,PA
17835,2200,600,500,340,1000,250,300,350,200,5740,1.1,LAURELTON,PA
17836,2400,600,500,340,1000,250,300,350,200,5940,1.2,SHAMOKIN,PA
17837,1800,600,500,340,1000,250,300,350,200,5340,0.9,LEWISBURG,PA
17837,1600,600,500,340,1000,250,300,350,200,5140,0.8,LEWISBURG,PA
17840,2000,600,500,340,1000,250,300,350,200,5540,1,MOUNT CARMEL,PA
17841,2200,600,500,340,1000,250,300,350,200,5740,1.1,MC CLURE,PA
17842,2400,600,500,340,1000,250,300,350,200,5940,1.2,MIDDLEBURG,PA
17844,1800,600,500,340,1000,250,300,350,200,5340,0.9,MIFFLINBURG,PA
17845,1600,600,500,340,1000,250,300,350,200,5140,0.8,MIFFLINBURG,PA
17845,2000,600,500,340,1000,250,300,350,200,5540,1,MILLMONT,PA
17846,2200,600,500,340,1000,250,300,350,200,5740,1.1,MILLVILLE,PA
17847,2400,600,500,340,1000,250,300,350,200,5940,1.2,MILTON,PA
17850,1800,600,500,340,1000,250,300,350,200,5340,0.9,MONTANDON,PA
17851,1600,600,500,340,1000,250,300,350,200,5140,0.8,MOUNT CARMEL,PA
17853,2000,600,500,340,1000,250,300,350,200,5540,1,MOUNT PLEASANT MILLS,PA
17855,2200,600,500,340,1000,250,300,350,200,5740,1.1,NEW BERLIN,PA
17856,2400,600,500,340,1000,250,300,350,200,5940,1.2,WEST MILTON,PA
17857,1800,600,500,340,1000,250,300,350,200,5340,0.9,NORTHUMBERLAND,PA
17858,1600,600,500,340,1000,250,300,350,200,5140,0.8,NUMIDIA,PA
17859,2000,600,500,340,1000,250,300,350,200,5540,1,ORANGEVILLE,PA
17860,2200,600,500,340,1000,250,300,350,200,5740,1.1,PAXINOS,PA
17860,2400,600,500,340,1000,250,300,350,200,5940,1.2,SHAMOKIN,PA
17861,1800,600,500,340,1000,250,300,350,200,5340,0.9,PAXTONVILLE,PA
17862,1600,600,500,340,1000,250,300,350,200,5140,0.8,PENNS CREEK,PA
17864,2000,600,500,340,1000,250,300,350,200,5540,1,PORT TREVORTON,PA
17864,2200,600,500,340,1000,250,300,350,200,5740,1.1,SELINSGROVE,PA
17865,2400,600,500,340,1000,250,300,350,200,5940,1.2,POTTS GROVE,PA
17866,1800,600,500,340,1000,250,300,350,200,5340,0.9,SHAMOKIN,PA
17867,1600,600,500,340,1000,250,300,350,200,5140,0.8,SHAMOKIN,PA
17868,2000,600,500,340,1000,250,300,350,200,5540,1,RIVERSIDE,PA
17870,2200,600,500,340,1000,250,300,350,200,5740,1.1,SELINSGROVE,PA
17872,2400,600,500,340,1000,250,300,350,200,5940,1.2,SHAMOKIN,PA
17876,1800,600,500,340,1000,250,300,350,200,5340,0.9,SELINSGROVE,PA
17876,1600,600,500,340,1000,250,300,350,200,5140,0.8,SHAMOKIN DAM,PA
17878,2000,600,500,340,1000,250,300,350,200,5540,1,BENTON,PA
17880,2200,600,500,340,1000,250,300,350,200,5740,1.1,MILLMONT,PA
17881,2400,600,500,340,1000,250,300,350,200,5940,1.2,SHAMOKIN,PA
17881,1800,600,500,340,1000,250,300,350,200,5340,0.9,TREVORTON,PA
17882,1600,600,500,340,1000,250,300,350,200,5140,0.8,TROXELVILLE,PA
17884,2000,600,500,340,1000,250,300,350,200,5540,1,WASHINGTONVILLE,PA
17885,2200,600,500,340,1000,250,300,350,200,5740,1.1,WEIKERT,PA
17886,2400,600,500,340,1000,250,300,350,200,5940,1.2,WEST MILTON,PA
17887,1800,600,500,340,1000,250,300,350,200,5340,0.9,WHITE DEER,PA
17888,1600,600,500,340,1000,250,300,350,200,5140,0.8,MOUNT CARMEL,PA
17888,2000,600,500,340,1000,250,300,350,200,5540,1,WILBURTON,PA
17889,2200,600,500,340,1000,250,300,350,200,5740,1.1,WINFIELD,PA
17901,2400,600,500,340,1000,250,300,350,200,5940,1.2,POTTSVILLE,PA
17920,1800,600,500,340,1000,250,300,350,200,5340,0.9,ARISTES,PA
17921,1600,600,500,340,1000,250,300,350,200,5140,0.8,ASHLAND,PA
17922,2000,600,500,340,1000,250,300,350,200,5540,1,AUBURN,PA
17923,2200,600,500,340,1000,250,300,350,200,5740,1.1,BRANCHDALE,PA
17925,2400,600,500,340,1000,250,300,350,200,5940,1.2,NEW RINGGOLD,PA
17929,1800,600,500,340,1000,250,300,350,200,5340,0.9,CRESSONA,PA
17929,1600,600,500,340,1000,250,300,350,200,5140,0.8,POTTSVILLE,PA
17930,2000,600,500,340,1000,250,300,350,200,5540,1,CUMBOLA,PA
17931,2200,600,500,340,1000,250,300,350,200,5740,1.1,FRACKVILLE,PA
17933,2400,600,500,340,1000,250,300,350,200,5940,1.2,FRIEDENSBURG,PA
17934,1800,600,500,340,1000,250,300,350,200,5340,0.9,FRACKVILLE,PA
17935,1600,600,500,340,1000,250,300,350,200,5140,0.8,ASHLAND,PA
17935,2000,600,500,340,1000,250,300,350,200,5540,1,GIRARDVILLE,PA
17936,2200,600,500,340,1000,250,300,350,200,5740,1.1,GORDON,PA
17938,2400,600,500,340,1000,250,300,350,200,5940,1.2,HEGINS,PA
17941,1800,600,500,340,1000,250,300,350,200,5340,0.9,VALLEY VIEW,PA
17943,1600,600,500,340,1000,250,300,350,200,5140,0.8,LAVELLE,PA
17944,2000,600,500,340,1000,250,300,350,200,5540,1,LLEWELLYN,PA
17945,2200,600,500,340,1000,250,300,350,200,5740,1.1,LOCUSTDALE,PA
17946,2400,600,500,340,1000,250,300,350,200,5940,1.2,LOST CREEK,PA
17948,1800,600,500,340,1000,250,300,350,200,5340,0.9,MAHANOY CITY,PA
17949,1600,600,500,340,1000,250,300,350,200,5140,0.8,FRACKVILLE,PA
17951,2000,600,500,340,1000,250,300,350,200,5540,1,MAR LIN,PA
17952,2200,600,500,340,1000,250,300,350,200,5740,1.1,MARY D,PA
17953,2400,600,500,340,1000,250,300,350,200,5940,1.2,MIDDLEPORT,PA
17954,1800,600,500,340,1000,250,300,350,200,5340,0.9,MINERSVILLE,PA
17957,1600,600,500,340,1000,250,300,350,200,5140,0.8,TOWER CITY,PA
17959,2000,600,500,340,1000,250,300,350,200,5540,1,NEW PHILADELPHIA,PA
17959,2200,600,500,340,1000,250,300,350,200,5740,1.1,POTTSVILLE,PA
17960,2400,600,500,340,1000,250,300,350,200,5940,1.2,NEW RINGGOLD,PA
17961,1800,600,500,340,1000,250,300,350,200,5340,0.9,ORWIGSBURG,PA
17963,1600,600,500,340,1000,250,300,350,200,5140,0.8,PINE GROVE,PA
17964,2000,600,500,340,1000,250,300,350,200,5540,1,HEGINS,PA
17964,2200,600,500,340,1000,250,300,350,200,5740,1.1,PITMAN,PA
17965,2400,600,500,340,1000,250,300,350,200,5940,1.2,PORT CARBON,PA
17965,1800,600,500,340,1000,250,300,350,200,5340,0.9,POTTSVILLE,PA
17967,1600,600,500,340,1000,250,300,350,200,5140,0.8,RINGTOWN,PA
17968,2000,600,500,340,1000,250,300,350,200,5540,1,SACRAMENTO,PA
17970,2200,600,500,340,1000,250,300,350,200,5740,1.1,SAINT CLAIR,PA
17972,2400,600,500,340,1000,250,300,350,200,5940,1.2,POTTSVILLE,PA
17972,1800,600,500,340,1000,250,300,350,200,5340,0.9,SCHUYLKILL HAVEN,PA
17974,1600,600,500,340,1000,250,300,350,200,5140,0.8,POTTSVILLE,PA
17976,2000,600,500,340,1000,250,300,350,200,5540,1,SHENANDOAH,PA
17978,2200,600,500,340,1000,250,300,350,200,5740,1.1,SPRING GLEN,PA
17979,2400,600,500,340,1000,250,300,350,200,5940,1.2,SUMMIT STATION,PA
17980,1800,600,500,340,1000,250,300,350,200,5340,0.9,TOWER CITY,PA
17981,1600,600,500,340,1000,250,300,350,200,5140,0.8,PINE GROVE,PA
17981,2000,600,500,340,1000,250,300,350,200,5540,1,TREMONT,PA
17982,2200,600,500,340,1000,250,300,350,200,5740,1.1,NEW RINGGOLD,PA
17982,2400,600,500,340,1000,250,300,350,200,5940,1.2,TUSCARORA,PA
17983,1800,600,500,340,1000,250,300,350,200,5340,0.9,VALLEY VIEW,PA
17985,1600,600,500,340,1000,250,300,350,200,5140,0.8,RINGTOWN,PA
17985,2000,600,500,340,1000,250,300,350,200,5540,1,ZION GROVE,PA
18002,2200,600,500,340,1000,250,300,350,200,5740,1.1,BETHLEHEM,PA
18011,2400,600,500,340,1000,250,300,350,200,5940,1.2,ALBURTIS,PA
18011,1800,600,500,340,1000,250,300,350,200,5340,0.9,MACUNGIE,PA
18012,1600,600,500,340,1000,250,300,350,200,5140,0.8,AQUASHICOLA,PA
18013,2000,600,500,340,1000,250,300,350,200,5540,1,BANGOR,PA
18014,2200,600,500,340,1000,250,300,350,200,5740,1.1,BATH,PA
18015,2400,600,500,340,1000,250,300,350,200,5940,1.2,BETHLEHEM,PA
18015,1800,600,500,340,1000,250,300,350,200,5340,0.9,BETHLEHEM,PA
18016,1600,600,500,340,1000,250,300,350,200,5140,0.8,BETHLEHEM,PA
18017,2000,600,500,340,1000,250,300,350,200,5540,1,ALLENTOWN,PA
18017,2200,600,500,340,1000,250,300,350,200,5740,1.1,BETHLEHEM,PA
18018,2400,600,500,340,1000,250,300,350,200,5940,1.2,BETHLEHEM,PA
18018,1800,600,500,340,1000,250,300,350,200,5340,0.9,BETHLEHEM,PA
18020,1600,600,500,340,1000,250,300,350,200,5140,0.8,ALLENTOWN,PA
18030,2000,600,500,340,1000,250,300,350,200,5540,1,BOWMANSTOWN,PA
18031,2200,600,500,340,1000,250,300,350,200,5740,1.1,BREINIGSVILLE,PA
18031,2400,600,500,340,1000,250,300,350,200,5940,1.2,MACUNGIE,PA
18032,1800,600,500,340,1000,250,300,350,200,5340,0.9,CATASAUQUA,PA
18034,1600,600,500,340,1000,250,300,350,200,5140,0.8,CENTER VALLEY,PA
18035,2000,600,500,340,1000,250,300,350,200,5540,1,CHERRYVILLE,PA
18035,2200,600,500,340,1000,250,300,350,200,5740,1.1,WALNUTPORT,PA
18036,2400,600,500,340,1000,250,300,350,200,5940,1.2,COOPERSBURG,PA
18037,1800,600,500,340,1000,250,300,350,200,5340,0.9,COPLAY,PA
18038,1600,600,500,340,1000,250,300,350,200,5140,0.8,DANIELSVILLE,PA
18038,2000,600,500,340,1000,250,300,350,200,5540,1,PALMERTON,PA
18039,2200,600,500,340,1000,250,300,350,200,5740,1.1,DURHAM,PA
18040,2400,600,500,340,1000,250,300,350,200,5940,1.2,EASTON,PA
18041,1800,600,500,340,1000,250,300,350,200,5340,0.9,EAST GREENVILLE,PA
18042,1600,600,500,340,1000,250,300,350,200,5140,0.8,EASTON,PA
18043,2000,600,500,340,1000,250,300,350,200,5540,1,EASTON,PA
18044,2200,600,500,340,1000,250,300,350,200,5740,1.1,EASTON,PA
18045,2400,600,500,340,1000,250,300,350,200,5940,1.2,EASTON,PA
18046,1800,600,500,340,1000,250,300,350,200,5340,0.9,EAST TEXAS,PA
18049,1600,600,500,340,1000,250,300,350,200,5140,0.8,EMMAUS,PA
18051,2000,600,500,340,1000,250,300,350,200,5540,1,FOGELSVILLE,PA
18052,2200,600,500,340,1000,250,300,350,200,5740,1.1,WHITEHALL,PA
18053,2400,600,500,340,1000,250,300,350,200,5940,1.2,GERMANSVILLE,PA
18054,1800,600,500,340,1000,250,300,350,200,5340,0.9,GREEN LANE,PA
18055,1600,600,500,340,1000,250,300,350,200,5140,0.8,HELLERTOWN,PA
18056,2000,600,500,340,1000,250,300,350,200,5540,1,HEREFORD,PA
18058,2200,600,500,340,1000,250,300,350,200,5740,1.1,KUNKLETOWN,PA
18059,2400,600,500,340,1000,250,300,350,200,5940,1.2,LAURYS STATION,PA
18059,1800,600,500,340,1000,250,300,350,200,5340,0.9,NORTHAMPTON,PA
18060,1600,600,500,340,1000,250,300,350,200,5140,0.8,LIMEPORT,PA
18062,2000,600,500,340,1000,250,300,350,200,5540,1,MACUNGIE,PA
18063,2200,600,500,340,1000,250,300,350,200,5740,1.1,MARTINS CREEK,PA
18064,2400,600,500,340,1000,250,300,350,200,5940,1.2,NAZARETH,PA
18064,1800,600,500,340,1000,250,300,350,200,5340,0.9,NAZARETH,PA
18065,1600,600,500,340,1000,250,300,350,200,5140,0.8,NEFFS,PA
18066,2000,600,500,340,1000,250,300,350,200,5540,1,GERMANSVILLE,PA
18066,2200,600,500,340,1000,250,300,350,200,5740,1.1,NEW TRIPOLI,PA
18067,2400,600,500,340,1000,250,300,350,200,5940,1.2,NORTHAMPTON,PA
18068,1800,600,500,340,1000,250,300,350,200,5340,0.9,OLD ZIONSVILLE,PA
18069,1600,600,500,340,1000,250,300,350,200,5140,0.8,OREFIELD,PA
18070,2000,600,500,340,1000,250,300,350,200,5540,1,HEREFORD,PA
18070,2200,600,500,340,1000,250,300,350,200,5740,1.1,PALM,PA
18071,2400,600,500,340,1000,250,300,350,200,5940,1.2,PALMERTON,PA
18072,1800,600,500,340,1000,250,300,350,200,5340,0.9,PEN ARGYL,PA
18073,1600,600,500,340,1000,250,300,350,200,5140,0.8,RED HILL,PA
18074,2000,600,500,340,1000,250,300,350,200,5540,1,PERKIOMENVILLE,PA
18076,2200,600,500,340,1000,250,300,350,200,5740,1.1,RED HILL,PA
18077,2400,600,500,340,1000,250,300,350,200,5940,1.2,RIEGELSVILLE,PA
18078,1800,600,500,340,1000,250,300,350,200,5340,0.9,SCHNECKSVILLE,PA
18079,1600,600,500,340,1000,250,300,350,200,5140,0.8,SLATEDALE,PA
18080,2000,600,500,340,1000,250,300,350,200,5540,1,SLATINGTON,PA
18081,2200,600,500,340,1000,250,300,350,200,5740,1.1,SPRINGTOWN,PA
18083,2400,600,500,340,1000,250,300,350,200,5940,1.2,STOCKERTOWN,PA
18084,1800,600,500,340,1000,250,300,350,200,5340,0.9,SUMNEYTOWN,PA
18085,1600,600,500,340,1000,250,300,350,200,5140,0.8,TATAMY,PA
18086,2000,600,500,340,1000,250,300,350,200,5540,1,TREICHLERS,PA
18087,2200,600,500,340,1000,250,300,350,200,5740,1.1,TREXLERTOWN,PA
18088,2400,600,500,340,1000,250,300,350,200,5940,1.2,WALNUTPORT,PA
18091,1800,600,500,340,1000,250,300,350,200,5340,0.9,WIND GAP,PA
18092,1600,600,500,340,1000,250,300,350,200,5140,0.8,HEREFORD,PA
18101,2000,600,500,340,1000,250,300,350,200,5540,1,ALLENTOWN,PA
18102,2200,600,500,340,1000,250,300,350,200,5740,1.1,ALLENTOWN,PA
18103,2400,600,500,340,1000,250,300,350,200,5940,1.2,ALLENTOWN,PA
18104,1800,600,500,340,1000,250,300,350,200,5340,0.9,ALLENTOWN,PA
18105,1600,600,500,340,1000,250,300,350,200,5140,0.8,ALLENTOWN,PA
18106,2000,600,500,340,1000,250,300,350,200,5540,1,ALLENTOWN,PA
18106,2200,600,500,340,1000,250,300,350,200,5740,1.1,ALLENTOWN,PA
18109,2400,600,500,340,1000,250,300,350,200,5940,1.2,ALLENTOWN,PA
18195,1800,600,500,340,1000,250,300,350,200,5340,0.9,ALLENTOWN,PA
18201,1600,600,500,340,1000,250,300,350,200,5140,0.8,HAZLETON,PA
18202,2000,600,500,340,1000,250,300,350,200,5540,1,HAZLETON,PA
18210,2200,600,500,340,1000,250,300,350,200,5740,1.1,ALBRIGHTSVILLE,PA
18211,2400,600,500,340,1000,250,300,350,200,5940,1.2,ANDREAS,PA
18211,1800,600,500,340,1000,250,300,350,200,5340,0.9,LEHIGHTON,PA
18212,1600,600,500,340,1000,250,300,350,200,5140,0.8,ASHFIELD,PA
18214,2000,600,500,340,1000,250,300,350,200,5540,1,BARNESVILLE,PA
18214,2200,600,500,340,1000,250,300,350,200,5740,1.1,TAMAQUA,PA
18216,2400,600,500,340,1000,250,300,350,200,5940,1.2,BEAVER MEADOWS,PA
18218,1800,600,500,340,1000,250,300,350,200,5340,0.9,COALDALE,PA
18218,1600,600,500,340,1000,250,300,350,200,5140,0.8,LANSFORD,PA
18219,2000,600,500,340,1000,250,300,350,200,5540,1,CONYNGHAM,PA
18220,2200,600,500,340,1000,250,300,350,200,5740,1.1,DELANO,PA
18221,2400,600,500,340,1000,250,300,350,200,5940,1.2,DRIFTON,PA
18222,1800,600,500,340,1000,250,300,350,200,5340,0.9,DRUMS,PA
18223,1600,600,500,340,1000,250,300,350,200,5140,0.8,EBERVALE,PA
18224,2000,600,500,340,1000,250,300,350,200,5540,1,FREELAND,PA
18225,2200,600,500,340,1000,250,300,350,200,5740,1.1,HARLEIGH,PA
18229,2400,600,500,340,1000,250,300,350,200,5940,1.2,JIM THORPE,PA
18229,1800,600,500,340,1000,250,300,350,200,5340,0.9,JIM THORPE,PA
18230,1600,600,500,340,1000,250,300,350,200,5140,0.8,JUNEDALE,PA
18231,2000,600,500,340,1000,250,300,350,200,5540,1,KELAYRES,PA
18232,2200,600,500,340,1000,250,300,350,200,5740,1.1,LANSFORD,PA
18234,2400,600,500,340,1000,250,300,350,200,5940,1.2,LATTIMER MINES,PA
18235,1800,600,500,340,1000,250,300,350,200,5340,0.9,LEHIGHTON,PA
18237,1600,600,500,340,1000,250,300,350,200,5140,0.8,MCADOO,PA
18239,2000,600,500,340,1000,250,300,350,200,5540,1,MILNESVILLE,PA
18240,2200,600,500,340,1000,250,300,350,200,5740,1.1,NESQUEHONING,PA
18241,2400,600,500,340,1000,250,300,350,200,5940,1.2,NUREMBERG,PA
18242,1800,600,500,340,1000,250,300,350,200,5340,0.9,ONEIDA,PA
18244,1600,600,500,340,1000,250,300,350,200,5140,0.8,PARRYVILLE,PA
18245,2000,600,500,340,1000,250,300,350,200,5540,1,QUAKAKE,PA
18246,2200,600,500,340,1000,250,300,350,200,5740,1.1,ROCK GLEN,PA
18247,2400,600,500,340,1000,250,300,350,200,5940,1.2,SAINT JOHNS,PA
18248,1800,600,500,340,1000,250,300,350,200,5340,0.9,SHEPPTON,PA
18249,1600,600,500,340,1000,250,300,350,200,5140,0.8,HAZLETON,PA
18249,2000,600,500,340,1000,250,300,350,200,5540,1,SUGARLOAF,PA
18250,2200,600,500,340,1000,250,300,350,200,5740,1.1,SUMMIT HILL,PA
18251,2400,600,500,340,1000,250,300,350,200,5940,1.2,SYBERTSVILLE,PA
18252,1800,600,500,340,1000,250,300,350,200,5340,0.9,TAMAQUA,PA
18254,1600,600,500,340,1000,250,300,350,200,5140,0.8,TRESCKOW,PA
18255,2000,600,500,340,1000,250,300,350,200,5540,1,WEATHERLY,PA
18256,2200,600,500,340,1000,250,300,350,200,5740,1.1,WESTON,PA
18301,2400,600,500,340,1000,250,300,350,200,5940,1.2,EAST STROUDSBURG,PA
18302,1800,600,500,340,1000,250,300,350,200,5340,0.9,EAST STROUDSBURG,PA
18320,1600,600,500,340,1000,250,300,350,200,5140,0.8,ANALOMINK,PA
18321,2000,600,500,340,1000,250,300,350,200,5540,1,BARTONSVILLE,PA
18322,2200,600,500,340,1000,250,300,350,200,5740,1.1,BRODHEADSVILLE,PA
18323,2400,600,500,340,1000,250,300,350,200,5940,1.2,BUCK HILL FALLS,PA
18324,1800,600,500,340,1000,250,300,350,200,5340,0.9,BUSHKILL,PA
18325,1600,600,500,340,1000,250,300,350,200,5140,0.8,CANADENSIS,PA
18326,2000,600,500,340,1000,250,300,350,200,5540,1,CRESCO,PA
18327,2200,600,500,340,1000,250,300,350,200,5740,1.1,DELAWARE WATER GAP,PA
18328,2400,600,500,340,1000,250,300,350,200,5940,1.2,DINGMANS FERRY,PA
18330,1800,600,500,340,1000,250,300,350,200,5340,0.9,EFFORT,PA
18331,1600,600,500,340,1000,250,300,350,200,5140,0.8,BRODHEADSVILLE,PA
18331,2000,600,500,340,1000,250,300,350,200,5540,1,GILBERT,PA
18332,2200,600,500,340,1000,250,300,350,200,5740,1.1,HENRYVILLE,PA
18333,2400,600,500,340,1000,250,300,350,200,5940,1.2,KRESGEVILLE,PA
18334,1800,600,500,340,1000,250,300,350,200,5340,0.9,LONG POND,PA
18334,1600,600,500,340,1000,250,300,350,200,5140,0.8,POCONO SUMMIT,PA
18335,2000,600,500,340,1000,250,300,350,200,5540,1,MARSHALLS CREEK,PA
18336,2200,600,500,340,1000,250,300,350,200,5740,1.1,MATAMORAS,PA
18337,2400,600,500,340,1000,250,300,350,200,5940,1.2,MILFORD,PA
18340,1800,600,500,340,1000,250,300,350,200,5340,0.9,MILLRIFT,PA
18342,1600,600,500,340,1000,250,300,350,200,5140,0.8,MOUNTAINHOME,PA
18343,2000,600,500,340,1000,250,300,350,200,5540,1,MOUNT BETHEL,PA
18344,2200,600,500,340,1000,250,300,350,200,5740,1.1,MOUNT POCONO,PA
18346,2400,600,500,340,1000,250,300,350,200,5940,1.2,POCONO SUMMIT,PA
18347,1800,600,500,340,1000,250,300,350,200,5340,0.9,POCONO LAKE,PA
18349,1600,600,500,340,1000,250,300,350,200,5140,0.8,SWIFTWATER,PA
18350,2000,600,500,340,1000,250,300,350,200,5540,1,POCONO PINES,PA
18351,2200,600,500,340,1000,250,300,350,200,5740,1.1,PORTLAND,PA
18352,2400,600,500,340,1000,250,300,350,200,5940,1.2,REEDERS,PA
18353,1800,600,500,340,1000,250,300,350,200,5340,0.9,SAYLORSBURG,PA
18354,1600,600,500,340,1000,250,300,350,200,5140,0.8,SCIOTA,PA
18355,2000,600,500,340,1000,250,300,350,200,5540,1,SCOTRUN,PA
18355,2200,600,500,340,1000,250,300,350,200,5740,1.1,TANNERSVILLE,PA
18356,2400,600,500,340,1000,250,300,350,200,5940,1.2,SHAWNEE ON DELAWARE,PA
18357,1800,600,500,340,1000,250,300,350,200,5340,0.9,SKYTOP,PA
18360,1600,600,500,340,1000,250,300,350,200,5140,0.8,STROUDSBURG,PA
18370,2000,600,500,340,1000,250,300,350,200,5540,1,SWIFTWATER,PA
18371,2200,600,500,340,1000,250,300,350,200,5740,1.1,BUSHKILL,PA
18372,2400,600,500,340,1000,250,300,350,200,5940,1.2,TANNERSVILLE,PA
18403,1800,600,500,340,1000,250,300,350,200,5340,0.9,ARCHBALD,PA
18405,1600,600,500,340,1000,250,300,350,200,5140,0.8,BEACH LAKE,PA
18407,2000,600,500,340,1000,250,300,350,200,5540,1,CARBONDALE,PA
18410,2200,600,500,340,1000,250,300,350,200,5740,1.1,CHINCHILLA,PA
18411,2400,600,500,340,1000,250,300,350,200,5940,1.2,CLARKS SUMMIT,PA
18413,1800,600,500,340,1000,250,300,350,200,5340,0.9,CLIFFORD,PA
18414,1600,600,500,340,1000,250,300,350,200,5140,0.8,DALTON,PA
18415,2000,600,500,340,1000,250,300,350,200,5540,1,DAMASCUS,PA
18416,2200,600,500,340,1000,250,300,350,200,5740,1.1,MOSCOW,PA
